date,gross_return,base_cost_return,stressed_cost_return,net_return,stressed_net_return,turnover,gross_leverage,net_exposure,nav,stressed_cost_nav
2012-04-11,0.00326277723625514,0.0,0.0,0.00326277723625514,0.00326277723625514,0.0,2.0000000000000004,1.0192895944089262,1.1944153095129095,1.187297290739616
2012-04-12,0.00888779322741457,0.0,0.0,0.00888779322741457,0.00888779322741457,0.0,2.0000000000000004,1.0192895944089262,1.2050310258115187,1.197849743559179
2012-04-13,-0.003931615296656944,0.0,0.0,-0.003931615296656944,-0.003931615296656944,0.0,2.0000000000000004,1.0192895944089262,1.200293307397492,1.1931402591843052
2012-04-16,-0.005465114730157459,0.0,0.0,-0.005465114730157459,-0.005465114730157459,0.0,2.0000000000000004,1.0192895944089262,1.1937335667627245,1.1866196107786933
2012-04-17,0.011907397276442256,0.0,0.0,0.011907397276442256,0.011907397276442256,0.0,2.0000000000000004,1.0192895944089262,1.2079478265843926,1.2007491619002526
2012-04-18,-0.0014134320559128963,0.0,0.0,-0.0014134320559128963,-0.0014134320559128963,0.0,2.0000000000000004,1.0192895944089262,1.206240474404428,1.1990519845437122
2012-04-19,-0.0036792284458762553,0.0,0.0,-0.0036792284458762553,-0.0036792284458762553,0.0,2.0000000000000004,1.0192895944089262,1.201802440138432,1.1946403983740947
2012-04-20,0.0006751750840886248,0.0,0.0,0.0006751750840886248,0.0006751750840886248,0.0,2.0000000000000004,1.0192895944089262,1.2026138672020101,1.1954469898055224
2012-04-23,-0.007043551594068098,0.0,0.0,-0.007043551594068098,-0.007043551594068098,0.0,2.0000000000000004,1.0192895944089262,1.194143194380631,1.1870267972548538
2012-04-24,-0.000563892061021639,0.0,0.0,-0.000563892061021639,-0.000563892061021639,0.0,2.0000000000000004,1.0192895944089262,1.193469826513597,1.186357442267662
2012-04-25,0.009978453827749643,0.0,0.0,0.009978453827749643,0.009978453827749643,0.0,2.0000000000000004,1.0192895944089262,1.2053788100722753,1.198195455228537
2012-04-26,0.006668794798955623,0.0,0.0,0.006668794798955623,0.006668794798955623,0.0,2.0000000000000004,1.0192895944089262,1.2134172340116567,1.2061859748484973
2012-04-27,0.0018416748058991972,0.0,0.0,0.0018416748058991972,0.0018416748058991972,0.0,2.0000000000000004,1.0192895944089262,1.2156519539605797,1.2084073771696047
2012-04-30,-0.005076091330772137,2.436820681669004e-05,7.310462045007012e-05,-0.005100459537588827,-0.0051491959512222065,0.15000000000000016,1.926508209732212,0.9420127693908915,1.209451570357613,1.202185050795656
2012-05-01,0.0014835575533853887,2.4368206816690023e-05,7.310462045007006e-05,0.0014591893465686987,0.0014104529329353186,0.15,1.8530164194644232,0.8647359443728566,1.2112163892042696,1.2038806762264818
2012-05-02,0.002930983239484989,2.4368206816690023e-05,7.310462045007005e-05,0.002906615032668299,0.002857878619034919,0.14999999999999997,1.7795246291966345,0.7874591193548215,1.2147369289689447,1.2073212210709388
2012-05-03,-0.005599132041228698,2.4368206816690023e-05,7.310462045007006e-05,-0.005623500248045388,-0.005672236661678768,0.15,1.706032838928846,0.7101822943367866,1.207905855547578,1.2004730093783573
2012-05-04,-0.007384393349364614,4.408689736444374e-06,1.3226069209333121e-05,-0.007388802039101058,-0.0073976194185739474,0.027137961584178725,1.6927367230552472,0.6962013909455418,1.1989808782990659,1.191592366932706
2012-05-07,0.0012651538149612341,0.0,0.0,0.0012651538149612341,0.0012651538149612341,0.0,1.6927367230552472,0.6962013909455418,1.2004977735313116,1.1930999145616097
2012-05-08,0.00036911282485614357,0.0,0.0,0.00036911282485614357,0.00036911282485614357,0.0,1.6927367230552472,0.6962013909455418,1.2009408926557332,1.1935403030414091
2012-05-09,-0.0013289786598953144,0.0,0.0,-0.0013289786598953144,-0.0013289786598953144,0.0,1.6927367230552472,0.6962013909455418,1.1993448678375982,1.191954113448942
2012-05-10,0.0001092931234627165,0.0,0.0,0.0001092931234627165,0.0001092931234627165,0.0,1.6927367230552472,0.6962013909455418,1.1994759479843131,1.1920843858370251
2012-05-11,0.002059656631118399,0.0,0.0,0.002059656631118399,0.002059656631118399,0.0,1.6927367230552472,0.6962013909455418,1.201946456574446,1.1945396703471671
2012-05-14,0.0003366019887921772,0.0,0.0,0.0003366019887921772,0.0003366019887921772,0.0,1.6927367230552472,0.6962013909455418,1.2023510341421508,1.1949417547758971
2012-05-15,0.0019136197276826024,0.0,0.0,0.0019136197276826024,0.0019136197276826024,0.0,1.6927367230552472,0.6962013909455418,1.2046518768006849,1.1972284188912679
2012-05-16,-0.0012937317808027053,0.0,0.0,-0.0012937317808027053,-0.0012937317808027053,0.0,1.6927367230552472,0.6962013909455418,1.203093380382864,1.195679526436868
2012-05-17,-0.007755684192951508,0.0,0.0,-0.007755684192951508,-0.007755684192951508,0.0,1.6927367230552472,0.6962013909455418,1.1937625680699842,1.186406213633846
